GenomeID	Length	Accession	TaxaID	superkingdom	phylum	class	order	family	genus	species
BACT743	6854796	NZ_ACZA01000070.1	536019	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium opportunistum
BACT744	4935185	NC_008243.1	266779	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Chelativorans	Chelativorans sp. BNC1
BACT745	2287145	NC_010794.1	481448	Bacteria	Verrucomicrobia	Methylacidiphilae	Methylacidiphilales	Methylacidiphilaceae	Methylacidiphilum	Methylacidiphilum infernorum
BACT746	4643639	NC_008826.1	420662	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	<not present>	Methylibium	Methylibium petroleiphilum
BACT747	2971517	NC_007947.1	265072	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Methylobacillus	Methylobacillus flagellatus
BACT748	6180732	NC_011757.1	440085	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylorubrum	Methylorubrum extorquens
BACT749	6879778	NC_012809.1	272630	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylorubrum	Methylorubrum extorquens
BACT75	3718888	NZ_ABGD02000021.1	445972	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	Anaerotruncus colihominis
BACT750	6123851	NC_012987.1	272630	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylorubrum	Methylorubrum extorquens
BACT751	8839022	NC_011887.1	460265	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium nodulans
BACT752	5848997	NC_010721.1	441620	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylorubrum	Methylorubrum populi
BACT753	6899110	NC_010510.1	426355	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium radiotolerans
BACT754	7737025	NC_010511.1	426117	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium sp. 4-46
BACT755	4305430	NC_011666.1	395965	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocella	Methylocella silvestris
BACT756	3304561	NC_002977.6	243233	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylococcus	Methylococcus capsulatus
BACT757	3018159	ABXT01000032.1	637616	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Methylophaga	Methylophaga thiooxydans
BACT758	1304428	NZ_AAUX01000003.1	383631	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	<not present>	<not present>	Methylophilales bacterium HTCC2181
BACT759	2547570	NC_012968.1	583345	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Methylotenera	Methylotenera mobilis
BACT76	1202435	NC_012026.1	320483	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Anaplasma	Anaplasma marginale
BACT760	3082007	NC_012970.1	582744	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Methylovorus	Methylovorus glucosotrophus
BACT761	2501097	NC_012803.1	465515	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus	Micrococcus luteus
BACT762	8651623	ABRS01000048.1	118168	Bacteria	Cyanobacteria	<not present>	Oscillatoriales	Coleofasciculaceae	Coleofasciculus	Coleofasciculus chthonoplastes
BACT763	5842795	NC_010296.1	449447	Bacteria	Cyanobacteria	<not present>	Chroococcales	Microcystaceae	Microcystis	Microcystis aeruginosa
BACT764	6505026	ACES01000222.1	219305	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora sp. ATCC 39149
BACT765	9771226	NZ_AAWS01000134.1	313606	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Microscillaceae	Microscilla	Microscilla marina
BACT766	2574556	NZ_ABWK02000017.1	500635	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Mitsuokella	Mitsuokella multacida
BACT767	2146480	NC_014246.1	548479	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Mobiluncus	Mobiluncus curtisii
BACT768	2398290	NZ_ACKW01000013.1	585199	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Mobiluncus	Mobiluncus mulieris
BACT769	3490317	ACDT01000215.1	556270	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus	Coprobacillus sp. D7
BACT77	1471282	NC_007797.1	212042	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Anaplasma	Anaplasma phagocytophilum
BACT770	2628784	NC_007644.1	264732	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Moorella	Moorella thermoacetica
BACT771	5223088	NZ_ABCQ01000070.1	58051	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Moritellaceae	Moritella	Moritella sp. PE36
BACT772	5090491	NC_010397.1	36809	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacteroides	Mycobacteroides abscessus
BACT773	5475491	NC_008595.1	243243	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium avium
BACT774	4374522	NC_008769.1	410289	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis
BACT775	5982829	NC_009338.1	350054	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium gilvum
BACT776	5328562	NZ_ABIN01000003.1	487521	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium intracellulare
BACT777	6400522	NZ_ACBV01000208.1	557599	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium kansasii
BACT778	3268203	NC_002677.1	272631	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium leprae
BACT779	6660144	NC_010604.1	216594	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium marinum
BACT78	2846746	NC_011567.1	491915	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	Anoxybacillus flavithermus
BACT780	6988209	NC_008596.1	246196	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium smegmatis
BACT781	6048425	NC_009077.1	164757	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium sp. JLS
BACT782	4443138	NZ_ABLM01000074.1	515616	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis
BACT783	4347292	AASN01000061.1	395095	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis
BACT784	5631606	NC_008611.1	362242	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium ulcerans
BACT785	6491865	NC_008726.1	350058	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium vanbaalenii
BACT786	877438	NC_009497.1	347257	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma agalactiae
BACT787	820453	NC_011025.1	243272	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma arthritidis
BACT788	1010023	NC_007633.1	340047	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma capricolum
BACT789	846214	NC_012806.1	45361	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma conjunctivae
BACT79	1590791	NC_001880.1	224324	Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	Aquifex	Aquifex aeolicus
BACT790	1012800	NC_004829.2	710127	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma gallisepticum
BACT791	920079	NC_007332.1	262722	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma hyopneumoniae
BACT792	777079	NC_006908.1	267748	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma mobile
BACT793	1211703	NC_005364.2	272632	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma mycoides
BACT794	1358633	NC_004432.1	272633	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma penetrans
BACT795	816394	NC_000912.1	272634	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma pneumoniae
BACT796	963879	NC_002771.1	272635	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma pulmonis
BACT797	799476	NC_007294.1	262723	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma synoviae
BACT798	9139763	NC_008095.1	246197	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Myxococcus	Myxococcus xanthus
BACT799	6060298	NC_013235.1	479431	Bacteria	Actinobacteria	Actinobacteria	Nakamurellales	Nakamurellaceae	Nakamurella	Nakamurella multipartita
BACT8	1496992	NC_010163.1	441768	Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	Acholeplasma laidlawii
BACT80	2341251	NC_009850.1	367737	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter	Arcobacter butzleri
BACT800	3191453	NC_010718.1	457570	Bacteria	Firmicutes	Clostridia	Natranaerobiales	Natranaerobiaceae	Natranaerobius	Natranaerobius thermophilus
BACT801	1676444	NC_012115.1	598659	Bacteria	Proteobacteria	Epsilonproteobacteria	Nautiliales	Nautiliaceae	Nautilia	Nautilia profundicola
BACT802	1872773	NZ_ACDY02000028.1	546262	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria cinerea
BACT803	2205588	NZ_ACEN01000013.1	546264	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria flavescens
BACT804	2204114	NZ_ACQV01000002.1	596320	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria flavescens
BACT805	2236178	NC_011035.1	521006	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae
BACT806	2171992	NZ_ACEQ02000004.1	546265	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria lactamica
BACT807	2272360	NC_003112.2	122586	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria meningitidis
BACT808	2578748	NZ_ACDX02000021.1	546266	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria mucosa
BACT809	2830772	NZ_ACKO02000006.1	547045	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria sicca
BACT81	4296230	NC_006513.1	76114	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Aromatoleum	Aromatoleum aromaticum
BACT810	2292986	NZ_ACEO02000015.1	546268	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria subflava
BACT811	879977	NC_013009.1	434131	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Neorickettsia	Neorickettsia risticii
BACT812	859006	NC_007798.1	222891	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Neorickettsia	Neorickettsia sennetsu
BACT813	3873219	NZ_AAOW01000036.1	207954	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Neptuniibacter	Neptuniibacter caesariensis
BACT814	1877931	NC_009662.1	387092	Bacteria	Proteobacteria	Epsilonproteobacteria	<not present>	<not present>	Nitratiruptor	Nitratiruptor sp. SB155-2
BACT815	5011522	NC_007959.1	323097	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Nitrobacter	Nitrobacter hamburgensis
BACT816	4104352	NZ_AAMY01000034.1	314253	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Nitrobacter	Nitrobacter sp. Nb-311A
BACT817	3402093	NC_007406.1	323098	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Nitrobacter	Nitrobacter winogradskyi
BACT818	3617638	NZ_AAOF01000016.1	314278	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Nitrococcus	Nitrococcus mobilis
BACT819	2812094	NC_004757.1	228410	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	Nitrosomonas europaea
BACT82	5226648	NC_008713.1	290340	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Paenarthrobacter	Paenarthrobacter aurescens
BACT820	2781824	NC_008342.1	335283	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	Nitrosomonas eutropha
BACT821	3093060	NZ_ACPG01000010.1	153948	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	Nitrosomonas sp. AL212
BACT822	3184243	NC_007614.1	323848	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosospira	Nitrosospira multiformis
BACT823	6292344	NC_006361.1	247156	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia farcinica
BACT824	5293685	NC_008697.1	196162	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides sp. JS614
BACT825	6543312	NC_014211.1	446468	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Nocardiopsis	Nocardiopsis dassonvillei
BACT826	5316258	NZ_AAVW01000003.1	313624	Bacteria	Cyanobacteria	<not present>	Nostocales	Aphanizomenonaceae	Nodularia	Nodularia spumigena
BACT827	9059191	NC_010629.1	63737	Bacteria	Cyanobacteria	<not present>	Nostocales	Nostocaceae	Nostoc	Nostoc punctiforme
BACT828	7211789	NC_003273.1	103690	Bacteria	Cyanobacteria	<not present>	Nostocales	Nostocaceae	Nostoc	Nostoc sp. PCC 7120
BACT829	4233314	NC_009427.1	279238	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium aromaticivorans
BACT83	4980870	NC_011886.1	452863	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Pseudarthrobacter	Pseudarthrobacter chlorophenolicus
BACT830	4105524	NZ_ABID01000045.1	391624	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter	Sulfitobacter indolifex
BACT831	3168201	NZ_AAMQ01000013.1	314254	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Oceanicaulis	Oceanicaulis sp. HTCC2633
BACT832	4437668	NZ_AAMO01000009.1	252305	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudooceanicola	Pseudooceanicola batsensis
BACT833	4039111	NZ_AAOT01000044.1	314256	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Oceanicola	Oceanicola granulosus
BACT834	3630528	NC_004193.1	221109	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	Oceanobacillus iheyensis
BACT835	4725392	NZ_ACQA01000001.1	641118	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Ochrobactrum	Ochrobactrum intermedium
BACT836	5368816	ABSK01000057.1	391616	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Octadecabacter	Octadecabacter arcticus
BACT837	4891999	ABSH01000011.1	391626	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Octadecabacter	Octadecabacter antarcticus
BACT838	3878687	NC_011386.1	504832	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Oligotropha	Oligotropha carboxidovorans
BACT839	853092	NC_005303.2	262768	Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Candidatus Phytoplasma	Onion yellows phytoplasma
BACT84	4698945	NC_008541.1	290399	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter sp. FB24
BACT840	5223003	NZ_ABEA02000187.1	278957	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Geminisphaera	Geminisphaera colitermitum
BACT841	5957605	NC_010571.1	452637	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	Opitutus terrae
BACT842	2629409	NZ_ACKX01000069.1	585501	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Oribacterium	Oribacterium sinus
BACT843	2676554	NZ_GG729943.1	608534	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Oribacterium	Oribacterium sp. oral taxon 078
BACT844	2127051	NC_009488.1	357244	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Orientia	Orientia tsutsugamushi
BACT845	2008987	NC_010793.1	334380	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Orientia	Orientia tsutsugamushi
BACT846	2465367	ACDP01000013.1	556268	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalobacter	Oxalobacter formigenes
BACT847	2417973	ACDQ01000019.1	556269	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalobacter	Oxalobacter formigenes
BACT848	4016553	NZ_AARF01000006.1	392917	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus larvae
BACT849	6255652	NZ_ACYJ01000053.1	592316	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea sp. At-9b
BACT85	6003314	NZ_ABYK01000076.1	513049	Bacteria	Cyanobacteria	<not present>	Oscillatoriales	Microcoleaceae	Arthrospira	Arthrospira maxima
BACT850	4811379	NC_009615.1	435591	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis
BACT851	4612238	NZ_ABYH01000099.1	537006	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides johnsonii
BACT852	4431877	NZ_AAXE02000049.1	411477	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides merdae
BACT853	5327234	ACPW01000020.1	563193	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp. D13
BACT854	3914745	NC_009719.1	402881	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Parvibaculum	Parvibaculum lavamentivorans
BACT855	1703772	NZ_ABEE02000003.1	411465	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Parvimonas	Parvimonas micra
BACT856	2907267	NZ_AAMU01000005.1	314260	Bacteria	Proteobacteria	Alphaproteobacteria	Parvularculales	Parvularculaceae	Parvularcula	Parvularcula bermudensis
BACT857	2246389	NZ_ACZR01000003.1	667128	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella	Pasteurella dagmatis
BACT858	2257487	NC_002663.1	272843	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella	Pasteurella multocida
BACT859	20360	NZ_AACR01000025.1	238030	Bacteria	Firmicutes	Bacilli	Bacillales	Pasteuriaceae	Pasteuria	Pasteuria nishizawae
BACT86	4997563	NZ_ACSK01000020.1	634502	Bacteria	Cyanobacteria	<not present>	Oscillatoriales	Microcoleaceae	Arthrospira	Arthrospira platensis
BACT860	4918574	NZ_ABVX01000141.1	558269	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Pectobacterium	Pectobacterium carotovorum
BACT861	4862913	NC_012917.1	561230	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Pectobacterium	Pectobacterium carotovorum
BACT862	5063892	NC_013421.1	561231	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Pectobacterium	Pectobacterium parmentieri
BACT863	1832387	NC_008525.1	278197	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus pentosaceus
BACT864	5167383	NC_013061.1	485917	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter heparinus
BACT865	5788054	NZ_ABCM01000033.1	391596	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter sp. BAL39
BACT866	3665893	NC_007498.2	338963	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Pelobacter	Pelobacter carbinolicus
BACT867	4241119	NC_008607.1	338966	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Pelobacter	Pelobacter propionicus
BACT868	2364842	NC_007512.1	319225	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Pelodictyon	Pelodictyon luteolum
BACT869	3018238	NC_011060.1	324925	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Pelodictyon	Pelodictyon phaeoclathratiforme
BACT87	723970	NC_007719.1	322098	Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Candidatus Phytoplasma	Aster yellows witches'-broom phytoplasma
BACT870	3025375	NC_009454.1	370438	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Pelotomaculum	Pelotomaculum thermopropionicum
BACT871	1983966	NC_012439.1	123214	Bacteria	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Persephonella	Persephonella marina
BACT872	2169548	NC_010003.1	403833	Bacteria	Thermotogae	Thermotogae	Petrotogales	Petrotogaceae	Petrotoga	Petrotoga mobilis
BACT873	4232367	NZ_ABIF01000017.1	391619	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Phaeobacter	Phaeobacter inhibens
BACT874	4379231	NC_011144.1	450851	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	Phenylobacterium zucineum
BACT875	5101447	NZ_AAOJ01000006.1	314292	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	Photobacterium angustum
BACT876	6107610	NZ_AAPH01000051.1	314280	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	Photobacterium profundum
BACT877	6403280	NC_006370.1	298386	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	Photobacterium profundum
BACT878	4946988	NZ_AAOU01000045.1	121723	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	Photobacterium sp. SKA34
BACT879	5094138	NC_012962.1	291112	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Photorhabdus	Photorhabdus asymbiotica
BACT88	4240317	NZ_ACQR01000021.1	573065	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	Asticcacaulis excentricus
BACT880	5688987	NC_005126.1	243265	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Photorhabdus	Photorhabdus laumondii
BACT881	5460085	NC_014149.1	521674	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Planctopirus	Planctopirus limnophila
BACT882	7777997	NZ_ABCE01000011.1	344747	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Gimesia	Gimesia maris
BACT883	10587646	NZ_ABCS01000027.1	391625	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Plesiocystis	Plesiocystis pacifica
BACT884	2745458	NZ_AAOG01000007.1	313594	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter irgensii
BACT885	2967100	AANA01000001.1	313598	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter sp. MED152
BACT886	5366143	NC_008760.1	365044	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	Polaromonas naphthalenivorans
BACT887	5898676	NC_007948.1	296591	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	Polaromonas sp. JS666
BACT888	2159490	NC_009379.1	312153	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter asymbioticus
BACT889	2064508	NZ_ACNN01000010.1	553175	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas endodontalis
BACT89	1543805	NC_013203.1	521095	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium	Atopobium parvulum
BACT890	2354886	NC_010729.1	431947	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas gingivalis
BACT891	2242885	NZ_ACLR01000036.1	596327	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas uenonis
BACT892	3203233	NZ_ACKS01000014.1	585502	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella bergensis
BACT893	3507873	NZ_ACBX02000017.1	537011	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella copri
